"年月","總編號","處理單位","處理編號","年","月","日","時","分","縣市","區","村里","鄰","街道","段","巷","弄","號","公尺處","街道.1","段.1","側","附近","道路","公里","公尺處.1","向","車道","平交道","公里.1","公尺處.2","附近.1","死","受傷","X2.30","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","警局","分局","案件類別","事故類別","日期","道路1","道路2","概略位置","lon","lat"
10311,"10311Y00020007","YYA1","10311YY000003",2014,11,1,11,5,"金門縣","金沙鎮","",NA,"","","",NA,"","","","","","呂厝產業道路07311號路燈桿路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"彎曲路及附近","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","樹木、農作物","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","對向擦撞","未靠右行駛","Y000","YY00",1,2,2014-11-01,"金門縣金沙鎮呂厝產業道路07311號路燈桿路段","","金門縣金沙鎮呂厝產業道路07311號路燈桿路段","118.391347","24.485778"
10311,"10311Y00020017","YYA1","10311YY000006",2014,11,1,7,33,"金門縣","金沙鎮","光前里",NA,"環島東路","一","",NA,"","","","","","0275路燈前陽翟路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","路上翻車、摔倒","其他裝載不當肇事","Y000","YY00",1,2,2014-11-01,"環島東路一段","","金門縣金沙鎮光前里0275路燈前陽翟路段","118.4213083","24.4841071"
10311,"10311Y00020008","YYA1","10311YY000011",2014,11,3,16,39,"金門縣","金沙鎮","",NA,"","","",NA,"","","","","","金沙圖書館左側路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","建築物","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","其他","起步未注意其他車（人）安全","Y000","YY00",1,2,2014-11-03,"金門縣金沙鎮金沙圖書館左側路段","","金門縣金沙鎮金沙圖書館左側路段","118.4131317","24.4888973"
10311,"10311Y00020009","YYA1","10311YY000013",2014,11,4,11,10,"金門縣","金湖鎮","",NA,"伯玉路","","",NA,"","","中山路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","閃光號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YY00",1,2,2014-11-04,"伯玉路","中山路","","118.3650088","24.44601623"
10311,"","YYA1","10311YY000014",2014,11,4,17,5,"金門縣","金沙鎮","",NA,"環島東路","一","",NA,"","","復興街","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y000","YY00",1,4,2014-11-04,"環島東路一段","復興街","","118.413114","24.488629"
10311,"10311Y00020022","YYA1","10311YY000023",2014,11,10,6,29,"金門縣","金湖鎮","新湖里",NA,"環島南路","四","",NA,"","","","","","湖前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","其他","其他引起事故之故障","Y000","YY00",1,2,2014-11-10,"環島南路四段","","金門縣金湖鎮新湖里湖前路口","118.40101","24.438041"
10311,"10311Y00020013","YYA1","10311YY000025",2014,11,10,17,55,"金門縣","金沙鎮","",NA,"高陽路","","",NA,"111","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",60,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,2014-11-10,"高陽路111號","","金門縣金沙鎮","118.4078483","24.4727311"
10311,"10311Y00020028","YYA1","10311YY000026",2014,11,10,21,14,"金門縣","金湖鎮","",NA,"瓊義路","","",NA,"","","經武路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",60,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","閃光號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YY00",1,2,2014-11-10,"瓊義路","經武路","","118.3762326","24.4440968"
10311,"","YYA1","10311YY000027",2014,11,11,19,9,"金門縣","金湖鎮","",NA,"環島南路","五","",NA,"","","","","","養護工程所前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y000","YY00",1,4,2014-11-11,"環島南路五段","","金門縣金湖鎮養護工程所前","118.4239844","24.4324232"
10311,"10311Y00020043","YYA1","10311YY000032",2014,11,13,7,57,"金門縣","金湖鎮","",NA,"瓊徑路","","",NA,"","","環島南路","四","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌（附設行人專用號誌）","正常","附標記","未繪設車道線","快慢車道分隔線","有","側撞","變換車道或方向不當","Y000","YY00",1,2,2014-11-13,"瓊徑路","環島南路四段","","118.3917905","24.44048713"
10311,"10311Y00020031","YYA1","10311YY000036",2014,11,15,9,0,"金門縣","金湖鎮","",NA,"黃海路","","",NA,"","","","","","福華飯店前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","同向擦撞","未注意車前狀態","Y000","YY00",1,2,2014-11-15,"黃海路","","金門縣金湖鎮福華飯店前","118.4256931","24.452032"
10311,"10311Y00020039","YYA1","10311YY000039",2014,11,16,10,55,"金門縣","金沙鎮","",NA,"環島北路","四","",NA,"","","","","","金沙自來水廠前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","其他障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","撞護欄（樁）","未注意車前狀態","Y000","YY00",1,2,2014-11-16,"環島北路四段","","金門縣金沙鎮金沙自來水廠前路段","118.4045085","24.4840105"
10311,"10311Y00020033","YYA1","10311YY000041",2014,11,17,8,55,"金門縣","金湖鎮","",NA,"黃海路","","",NA,"","","林森路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,2014-11-17,"黃海路","林森路","","118.4146947","24.44280044"
10311,"10311Y00030002","YYA1","10311YY000042",2014,11,17,14,49,"金門縣","金湖鎮","",NA,"復興路","","",NA,"89","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",40,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","倒車撞","倒車未依規定","Y000","YY00",1,3,2014-11-17,"復興路89號","","金門縣金湖鎮","118.4161413","24.4412321"
10311,"10311Y00020051","YYA1","10311YY000044",2014,11,19,14,3,"金門縣","金湖鎮","",NA,"太湖路","二","",NA,"","","","","","復國寺路口附近路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","路上翻車、摔倒","未注意車前狀態","Y000","YY00",1,2,2014-11-19,"太湖路二段","","金門縣金湖鎮復國寺路口附近路段","118.4170143","24.4394812"
10311,"","YYA1","10311YY000050",2014,11,20,19,5,"金門縣","金湖鎮","",NA,"太湖路","二","",NA,"","","","","","201旁路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y000","YY00",1,4,2014-11-20,"太湖路二段","","金門縣金湖鎮201旁路口","118.4170143","24.4394812"
10311,"10311Y00020042","YYA1","10311YY000053",2014,11,23,9,5,"金門縣","金湖鎮","",NA,"市港路","","",NA,"","","","","","武德新莊加水站旁路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YY00",1,2,2014-11-23,"市港路","","金門縣金湖鎮武德新莊加水站旁路口","118.4099121","24.4348324"
10311,"10311Y00020052","YYA1","10311YY000055",2014,11,24,9,51,"金門縣","金湖鎮","",NA,"林森路","","",NA,"","","","","","忠義廟與金門醫院路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,2014-11-24,"林森路","","金門縣金湖鎮忠義廟與金門醫院路口","118.4162571","24.4417488"
10311,"10311Y00020040","YYA1","10311YY000056",2014,11,24,18,18,"金門縣","金湖鎮","",NA,"環島南路","四","",NA,"","","","","","漁村路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）無照明","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","其他","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,2014-11-24,"環島南路四段","","金門縣金湖鎮漁村路口","118.40101","24.438041"
10311,"10311Y00020053","YYA1","10311YY000057",2014,11,25,8,35,"金門縣","金湖鎮","",NA,"太湖路","二","",NA,"","","自強路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌（附設行人專用號誌）","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未保持行車安全距離","Y000","YY00",1,2,2014-11-25,"太湖路二段","自強路","","118.4150341","24.44011257"
10311,"10311Y00020062","YYA1","10311YY000059",2014,11,23,19,40,"金門縣","金沙鎮","",NA,"環島東路","二","",NA,"","","","","","近屏東路口0308路燈桿處",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","車道線（無標記）","未繪設快慢車道分隔線","有","路上翻車、摔倒","不明原因肇事","Y000","YY00",1,2,2014-11-23,"環島東路二段","","金門縣金沙鎮近屏東路口0308路燈桿處","118.4328094","24.4713308"
10311,"10311Y00020063","YYA1","10311YY000060",2014,11,24,8,20,"金門縣","金湖鎮","",NA,"黃海路","","",NA,"90-1","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","車道線（無標記）","未繪設快慢車道分隔線","有","穿越道路中","未注意車前狀態","Y000","YY00",1,2,2014-11-24,"黃海路90-1號","","金門縣金湖鎮","118.4256931","24.452032"
10311,"10311Y00020068","YYA1","10311YY000061",2014,11,24,9,48,"金門縣","金湖鎮","",NA,"太湖路","一","",NA,"","","公園路","","","近公園路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","車道線（無標記）","未繪設快慢車道分隔線","有","路上翻車、摔倒","未注意車前狀態","Y000","YY00",1,2,2014-11-24,"太湖路一段","公園路","","118.4034739","24.44823238"
10311,"10311Y00030004","YYA1","10311YY000065",2014,11,27,8,50,"金門縣","金湖鎮","",NA,"經武路","","",NA,"","","瓊徑路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,3,2014-11-27,"經武路","瓊徑路","","118.3880485","24.44342822"
10311,"10311Y00020054","YYA1","10311YY000067",2014,11,27,16,36,"金門縣","金沙鎮","",NA,"環島北路","","",NA,"","","蘭洋路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","路上有停車","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,2014-11-27,"環島北路","蘭洋路","","118.3843702","24.461898"
10311,"10311Y00020045","YYA1","10311YY000069",2014,11,28,8,34,"金門縣","金沙鎮","",NA,"陽沙路","","",NA,"","","光華路","一","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"雨","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","濕潤","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路上翻車、摔倒","未注意車前狀態","Y000","YY00",1,2,2014-11-28,"陽沙路","光華路一段","","118.429223","24.479129"
10311,"","YYA1","10311YY000072",2014,11,28,13,55,"金門縣","金湖鎮","",NA,"","","",NA,"","","","","","尚義機場2號前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y000","YY00",1,4,2014-11-28,"金門縣金湖鎮尚義機場2號前","","金門縣金湖鎮尚義機場2號前","118.376631","24.437699"
10311,"","YYA1","10311YY000073",2014,11,28,15,55,"金門縣","金湖鎮","",NA,"黃海路","","",NA,"1-5","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y000","YY00",1,4,2014-11-28,"黃海路1-5號","","金門縣金湖鎮","118.4256931","24.452032"
10311,"10311Y00030006","YYA1","10311YY000074",2014,11,29,4,46,"金門縣","金沙鎮","",NA,"環島東路","","",NA,"","","","","","蔡店",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","彎道","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","衝出路外","未注意車前狀態","Y000","YY00",1,3,2014-11-29,"環島東路","","金門縣金沙鎮蔡店","118.4213083","24.4841071"
10311,"10311Y00020055","YYA1","10311YY000075",2014,11,29,9,45,"金門縣","金湖鎮","",NA,"伯玉路","四","",NA,"","","","","","小徑候車亭",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"直路","慢車道","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YY00",1,2,2014-11-29,"伯玉路四段","","金門縣金湖鎮小徑候車亭","118.3798588","24.4470039"
10311,"10311Y00020056","YYA1","10311YY000078",2014,11,29,14,1,"金門縣","金湖鎮","",NA,"伯玉路","三","",NA,"","","中山路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"陰","日間自然光線","村里道路",70,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,2014-11-29,"伯玉路三段","中山路","","118.3650088","24.44601623"
10311,"10311Y00020057","YYA1","10311YY000083",2014,11,30,16,51,"金門縣","金沙鎮","",NA,"環島北路","四","",NA,"","","","","","榮湖環湖路路口附近",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"彎曲路及附近","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","其他","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","其他","酒醉（後）駕駛失控","Y000","YY00",1,2,2014-11-30,"環島北路四段","","金門縣金沙鎮榮湖環湖路路口附近","118.4045085","24.4840105"
10311,"","YYA1","10311YY000084",2014,11,30,22,30,"金門縣","金湖鎮","",NA,"","","",NA,"","","","","","塔后2081號前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"四岔路","交岔路口內","柏油","濕潤","無缺陷","無障礙物","建築物","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YY00",3,2,2014-11-30,"金門縣金湖鎮塔后2081號前路口","","金門縣金湖鎮塔后2081號前路口","118.4101054","24.4411037"
10311,"10311Y00020050","YYA1","10311YY000085",2014,11,13,17,39,"金門縣","金沙鎮","",NA,"環島北路","三","681",NA,"12","","","","","路口0169柱路燈旁",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"陰","夜間（或隧道、地下道、涵洞）有照明","村里道路",60,"四岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","撞動物","動物竄出","Y000","YY00",1,2,2014-11-13,"環島北路三段681巷12號","","金門縣金沙鎮路口0169柱路燈旁","118.388325","24.466263"
10311,"10311Y00020001","YZA1","10311YZ000002",2014,11,1,7,28,"金門縣","金寧鄉","",NA,"桃園路","","",NA,"","","","","","1309號路燈桿附近",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","同向擦撞","違規超車","Y000","YZ00",1,2,2014-11-01,"桃園路","","金門縣金寧鄉1309號路燈桿附近","118.3446627","24.4317794"
10311,"10311Y00020064","YZA1","10311YZ000004",2014,11,1,9,35,"金門縣","金寧鄉","",NA,"伯玉路","一","",NA,"","","","","","田老爺自助餐前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,2,2014-11-01,"伯玉路一段","","金門縣金寧鄉田老爺自助餐前","118.3267756","24.4346914"
10311,"10311Y00020002","YZA1","10311YZ000005",2014,11,1,12,8,"金門縣","金寧鄉","",NA,"大學路","","",NA,"1","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔路口內","水泥","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","寬式（50公分以上）","未繪設車道線","未繪設快慢車道分隔線","有","側撞","迴轉未依規定","Y000","YZ00",1,2,2014-11-01,"大學路1號","","金門縣金寧鄉","118.325279","24.4466751"
10311,"10311Y00020018","YZA1","10311YZ000007",2014,11,1,15,5,"金門縣","金城鎮","",NA,"民生路","","",NA,"7","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","縣道",40,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","左轉彎未依規定","Y000","YZ00",NA,NA,2014-11-01,"民生路7號","","金門縣金城鎮","118.3190184","24.43575"
10311,"10311Y00020005","YZA1","10311YZ000008",2014,11,1,18,16,"金門縣","金城鎮","",NA,"民生路","","54",NA,"","","","","","口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","快慢車道分隔線","有","其他","開啟車門不當而肇事","Y000","YZ00",1,2,2014-11-01,"民生路54巷","","金門縣金城鎮口","118.3196657","24.436923"
10311,"10311Y00020003","YZA1","10311YZ000009",2014,11,2,8,0,"金門縣","金寧鄉","",NA,"","","",NA,"","","","","","頂堡往伯玉路二段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YZ00",1,2,2014-11-02,"金門縣金寧鄉頂堡往伯玉路二段","","金門縣金寧鄉頂堡往伯玉路二段","118.3416148","24.4414563"
10311,"10311Y00020006","YZA1","10311YZ000010",2014,11,3,12,43,"金門縣","金寧鄉","",NA,"大學路","","",NA,"1","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔路口內","水泥","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,2,2014-11-03,"大學路1號","","金門縣金寧鄉","118.325279","24.4466751"
10311,"10311Y00020019","YZA1","10311YZ000012",2014,11,3,17,37,"金門縣","金寧鄉","",NA,"桃園路","","",NA,"","","盤果路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",60,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","其他","變換車道或方向不當","Y000","YZ00",1,2,2014-11-03,"桃園路","盤果路","","118.345675","24.43250455"
10311,"10311Y00020027","YZA1","10311YZ000015",2014,11,2,14,40,"金門縣","金寧鄉","",NA,"大學路","","",NA,"1","","","","","學生二舍後方",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,"晴","日間自然光線","其他",40,"彎曲路及附近","一般車道（未劃分快慢車道）","水泥","乾燥","無缺陷","無障礙物","樹木、農作物","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","對向擦撞","未保持行車安全間隔","Y000","YZ00",1,2,2014-11-02,"大學路1號","","金門縣金寧鄉學生二舍後方","118.325279","24.4466751"
10311,"10311Y00020010","YZA1","10311YZ000016",2014,11,5,11,42,"金門縣","金城鎮","",NA,"伯玉路","一","",NA,"","","","","","吳記自助餐前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","快慢車道分隔線","有","其他","起步未注意其他車（人）安全","Y000","YZ00",1,2,2014-11-05,"伯玉路一段","","金門縣金城鎮吳記自助餐前","118.3267756","24.4346914"
10311,"10311Y00020020","YZA1","10311YZ000017",2014,11,6,12,19,"金門縣","金城鎮","",NA,"民權路","","226",5,"22","","","","","旁路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YZ00",1,2,2014-11-06,"民權路226巷5弄22號","","金門縣金城鎮旁路口","118.3195283","24.4400461"
10311,"10311Y00020021","YZA1","10311YZ000018",2014,11,7,16,46,"金門縣","金城鎮","",NA,"西海路","三","",NA,"","","","","","06710號燈桿前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","縣道",50,"四岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YZ00",1,2,2014-11-07,"西海路三段","","金門縣金城鎮06710號燈桿前路段","118.3124964","24.4226194"
10311,"10311Y00020011","YZA1","10311YZ000019",2014,11,8,12,41,"金門縣","金城鎮","",NA,"民權路","","",NA,"","","民生路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"陰","日間自然光線","村里道路",40,"四岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌（附設行人專用號誌）","正常","附標記","車道線（附標記）","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,2,2014-11-08,"民權路","民生路","","118.318387","24.437086"
10311,"10311Y00020014","YZA1","10311YZ000020",2014,11,7,18,8,"金門縣","金寧鄉","湖埔村",NA,"","","",NA,"","","","","","埔後708號旁路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","其他障礙物","建築物","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","路口交岔撞","未依規定讓車","Y000","YZ00",1,2,2014-11-07,"金門縣金寧鄉湖埔村埔後708號旁路口","","金門縣金寧鄉湖埔村埔後708號旁路口","118.317029","24.442928"
10311,"10311Y00020015","YZA1","10311YZ000021",2014,11,9,13,18,"金門縣","金城鎮","",NA,"光前路","","",NA,"","","","","","新華僑之家前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","違規超車","Y000","YZ00",1,2,2014-11-09,"光前路","","金門縣金城鎮新華僑之家前路口","118.3142468","24.4339885"
