"年月","總編號","處理單位","處理編號","年","月","日","時","分","縣市","區","村里","鄰","街道","段","巷","弄","號","公尺處","街道.1","段.1","側","附近","道路","公里","公尺處.1","向","車道","平交道","公里.1","公尺處.2","附近.1","死","受傷","X2.30","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","警局","分局","案件類別","事故類別","日期","道路1","道路2","概略位置","lon","lat"
10106,"10106Y00030004","YYA1","10106YY000016",2012,6,6,17,55,"金門縣","金沙鎮","",NA,"陽沙路","","",NA,"","","","","","01722路燈路段舊碧山靶場旁",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","撞動物","動物竄出","Y000","YY00",1,3,"2012-06-06","陽沙路","","金門縣金沙鎮01722路燈路段舊碧山靶場旁",118.432385,24.4814738
10311,"10311Y00020043","YYA1","10311YY000032",2014,11,13,7,57,"金門縣","金湖鎮","",NA,"瓊徑路","","",NA,"","","環島南路","四","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌（附設行人專用號誌）","正常","附標記","未繪設車道線","快慢車道分隔線","有","側撞","變換車道或方向不當","Y000","YY00",1,2,"2014-11-13","瓊徑路","環島南路四段","",118.3917905,24.44048713
10106,"10106Y00020021","YYA1","10106YY000029",2012,6,15,8,29,"金門縣","金湖鎮","新湖里",NA,"太湖路","一","",NA,"","","","","","208號之48旁路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","側撞","左轉彎未依規定","Y000","YY00",1,2,"2012-06-15","太湖路一段","","金門縣金湖鎮新湖里208號之48旁路口",118.4047483,24.4473343
10203,"10203Y00030001","YYA1","10203YY000011",2013,3,10,16,12,"金門縣","金湖鎮","",NA,"太湖路","三","",NA,"","","","","","06646號燈桿路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","對向擦撞","使用手持行動電話失控","Y000","YY00",1,3,"2013-03-10","太湖路三段","","金門縣金湖鎮06646號燈桿路段",118.4317691,24.4347503
10106,"10106Y00020036","YZA1","10106YZ000048",2012,6,28,20,25,"金門縣","金城鎮","",NA,"珠浦西路","","84",NA,"10","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"四岔路","交岔路口內","其他鋪裝","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YZ00",1,2,"2012-06-28","珠浦西路84巷10號","","金門縣金城鎮",118.3147803,24.4384226
10111,"10111Y00030004","YZA1","10111YZ000049",2012,11,29,20,57,"金門縣","金城鎮","",NA,"北堤路","","",NA,"","","西海路","三","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"陰","夜間（或隧道、地下道、涵洞）有照明","鄉道",40,"四岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無標記","未繪設車道線","未繪設快慢車道分隔線","有","對向擦撞","酒醉（後）駕駛失控","Y000","YZ00",1,3,"2012-11-29","北堤路","西海路三段","",118.3155284,24.42927395
10106,"10106Y00020040","YZA1","10106YZ000052",2012,6,29,12,15,"金門縣","金寧鄉","榜林村",NA,"伯玉路","一","",NA,"232","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","縣道",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,2,"2012-06-29","伯玉路一段232號","","金門縣金寧鄉榜林村",118.3267756,24.4346914
10111,"10111Y00020045","YZA1","10111YZ000035",2012,11,23,17,15,"金門縣","金寧鄉","",NA,"環島北路","","",NA,"","","","","","300之6號",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","鄉道",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","樹木、農作物","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","穿越道路中","未注意車前狀態","Y000","YZ00",1,2,"2012-11-23","環島北路","","金門縣金寧鄉300之6號",118.322662,24.441264
10107,"10107Y00020003","YYA1","10107YY000002",2012,7,2,7,55,"金門縣","金沙鎮","",NA,"環島北路","四","",NA,"","","","","","斗門路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,"晴","日間自然光線","村里道路",60,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","閃光號誌","正常","附標記","車道線（附標記）","未繪設快慢車道分隔線","有","同向擦撞","違規超車","Y000","YY00",1,2,"2012-07-02","環島北路四段","","金門縣金沙鎮斗門路口",118.4045085,24.4840105
10312,"10312Y00020012","YYA1","10312YY000038",2014,12,17,13,5,"金門縣","金湖鎮","",NA,"市港路","","",NA,"","","","","","武德新莊162號旁路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","右轉彎未依規定","Y000","YY00",1,2,"2014-12-17","市港路","","金門縣金湖鎮武德新莊162號旁路口",118.4099121,24.4348324
10107,"10107Y00020005","YYA1","10107YY000006",2012,7,3,8,0,"金門縣","金沙鎮","",NA,"環島北路","五","",NA,"","","","","","榮湖淨水廠前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未注意車前狀態","Y000","YY00",1,2,"2012-07-03","環島北路五段","","金門縣金沙鎮榮湖淨水廠前路段",118.322662,24.441264
10205,"10205Y00020004","YYA1","10205YY000001",2013,5,1,7,50,"金門縣","金湖鎮","",NA,"環島南路","四","",NA,"","","瓊徑路","","","成功路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","追撞","右轉彎未依規定","Y000","YY00",1,2,"2013-05-01","環島南路四段","瓊徑路","",118.3917905,24.44048713
10107,"10107Y00020007","YYA1","10107YY000012",2012,7,4,21,22,"金門縣","金湖鎮","瓊林里",NA,"環島北路","三","",NA,"","","","","","瓊林圓環內",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",60,"圓環","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","閃光號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","追撞","未注意車前狀態","Y000","YY00",1,2,"2012-07-04","環島北路三段","","金門縣金湖鎮瓊林里瓊林圓環內",118.388325,24.466263
10311,"10311Y00020013","YYA1","10311YY000025",2014,11,10,17,55,"金門縣","金沙鎮","",NA,"高陽路","","",NA,"111","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",60,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,"2014-11-10","高陽路111號","","金門縣金沙鎮",118.4078483,24.4727311
10107,"10107Y00030003","YYA1","10107YY000013",2012,7,5,9,23,"金門縣","金湖鎮","",NA,"玉章路","","",NA,"","","","","","植物園路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,3,"2012-07-05","玉章路","","金門縣金湖鎮植物園路口",118.412711,24.4615568
10212,"10212Y00020050","YZA1","10212YZ000065",2013,12,26,13,45,"金門縣","金城鎮","",NA,"民權路","","",NA,"178","","","","","地方法院前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未保持行車安全距離","Y000","YZ00",1,2,"2013-12-26","民權路178號","","金門縣金城鎮地方法院前路段",118.3185718,24.4373124
10107,"10107Y00020027","YYA1","10107YY000042",2012,7,21,3,50,"金門縣","金湖鎮","",NA,"士校路","","",NA,"","","","","","士校往下莊路段28204號路燈桿",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"彎曲路及附近","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","撞護欄（樁）","未依規定減速","Y000","YY00",1,2,"2012-07-21","士校路","","金門縣金湖鎮士校往下莊路段28204號路燈桿",118.4271704,24.4453138
10201,"10201Y00030001","YYA1","10201YY000001",2013,1,1,17,0,"金門縣","金湖鎮","",NA,"復興路","","",NA,"1","","","","","旁路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"陰","晨或暮光","村里道路",50,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","同向擦撞","未注意車前狀態","Y000","YY00",1,3,"2013-01-01","復興路1號","","金門縣金湖鎮旁路段",118.4161413,24.4412321
10107,"","YYA1","10107YY000054",2012,7,2,18,0,"金門縣","金沙鎮","三山里",NA,"","","",NA,"","","","","","碧山3號後方路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔路口內","水泥","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","路上翻車、摔倒","未注意車前狀態","Y000","YY00",3,2,"2012-07-02","金門縣金沙鎮三山里碧山3號後方路口","","金門縣金沙鎮三山里碧山3號後方路口",118.4435334,24.4861404
10212,"10212Y00020003","YYA1","10212YY000003",2013,12,1,19,33,"金門縣","金湖鎮","",NA,"士校路","","",NA,"","","","","","下莊路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"彎曲路及附近","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","彎道","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","路上翻車、摔倒","未依規定減速","Y000","YY00",1,2,"2013-12-01","士校路","","金門縣金湖鎮下莊路段",118.4271704,24.4453138
10306,"10306Y00020037","YZA1","10306YZ000048",2014,6,20,8,17,"金門縣","金寧鄉","",NA,"伯玉路","一","",NA,"","","","","","產業道路",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","水泥","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","路口交岔撞","未依規定讓車","Y000","YZ00",1,2,"2014-06-20","伯玉路一段","","金門縣金寧鄉產業道路",118.3267756,24.4346914
10107,"10107Y00030001","YZA1","10107YZ000005",2012,7,2,9,56,"金門縣","金城鎮","",NA,"民生路","","",NA,"","","","","","縣政府前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","違規超車","Y000","YZ00",1,3,"2012-07-02","民生路","","金門縣金城鎮縣政府前路口",118.3190184,24.43575
10203,"10203Y00030005","YYA1","10203YY000043",2013,3,26,7,53,"金門縣","金湖鎮","",NA,"太湖路","","",NA,"","","三多路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"陰","日間自然光線","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","閃光號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YY00",1,3,"2013-03-26","太湖路","三多路","",118.432002,24.43468829
10301,"10301Y00020031","YYA1","10301YY000042",2014,1,16,9,22,"金門縣","金湖鎮","",NA,"黃海路","","",NA,"90-1","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","穿越道路中","搶越行人穿越道","Y000","YY00",1,2,"2014-01-16","黃海路90-1號","","金門縣金湖鎮",118.4256931,24.452032
10107,"10107Y00020042","YZA1","10107YZ000007",2012,7,4,8,1,"金門縣","金城鎮","",NA,"民權路","","",NA,"","","光前路","","","路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","穿越道路中","搶越行人穿越道","Y000","YZ00",1,2,"2012-07-04","民權路","光前路","",118.3154588,24.43343543
10305,"","YZA1","10305YZ000028",2014,5,10,15,20,"金門縣","金城鎮","",NA,"光前路","","",NA,"","","","","","華僑之家前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴",NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y000","YZ00",1,4,"2014-05-10","光前路","","金門縣金城鎮華僑之家前路口",118.3142468,24.4339885
10107,"10107Y00020024","YZA1","10107YZ000039",2012,7,18,9,35,"金門縣","金城鎮","",NA,"西海路","二","",NA,"","","","","","葡京餐廳前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","其他","未依規定減速","Y000","YZ00",1,2,"2012-07-18","西海路二段","","金門縣金城鎮葡京餐廳前路口",118.3041626,24.4144371
10112,"10112Y00020039","YZA1","10112YZ000054",2012,12,30,20,25,"金門縣","金城鎮","",NA,"民族路","","",NA,"","","","","","6號前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","路上翻車、摔倒","酒醉（後）駕駛失控","Y000","YZ00",1,2,"2012-12-30","民族路","","金門縣金城鎮6號前",118.3157499,24.4302723
10108,"10108Y00020025","YYA1","10108YY000037",2012,8,21,8,25,"金門縣","金湖鎮","",NA,"太湖路","二","",NA,"","","","","","護國寺右前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","突出（高低）不平","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","側撞","右轉彎未依規定","Y000","YY00",1,2,"2012-08-21","太湖路二段","","金門縣金湖鎮護國寺右前路口",118.4170143,24.4394812
10208,"10208Y00020020","YZA1","10208YZ000027",2013,8,17,12,20,"金門縣","金寧鄉","",NA,"瓊安路","","",NA,"","","","","","東一點紅路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,2,"2013-08-17","瓊安路","","金門縣金寧鄉東一點紅路口",118.343873,24.4603508
10108,"10108Y00020027","YZA1","10108YZ000024",2012,8,14,8,54,"金門縣","金城鎮","東門里",NA,"","","",NA,"","","","","","東門圓環內",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"陰","日間自然光線","鄉道",40,"圓環","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","車道線（附標記）","未繪設快慢車道分隔線","有","其他","未依規定讓車","Y000","YZ00",1,2,"2012-08-14","金門縣金城鎮東門里東門圓環內","","金門縣金城鎮東門里東門圓環內",118.321386,24.431515
10203,"10203Y00020020","YZA1","10203YZ000031",2013,3,17,8,40,"金門縣","金城鎮","",NA,"民族路","","",NA,"","","環島西路","一","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,2,"2013-03-17","民族路","環島西路一段","",118.321341,24.430973
10109,"10109Y00020017","YYA1","10109YY000020",2012,9,14,14,20,"金門縣","金沙鎮","汶沙里",NA,"環島東路","一","",NA,"","","","","","與國中路路口處",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YY00",1,2,"2012-09-14","環島東路一段","","金門縣金沙鎮汶沙里與國中路路口處",118.4213083,24.4841071
10203,"10203Y00010001","YYA1","10203YY000037",2013,3,21,18,29,"金門縣","金沙鎮","",NA,"","","",NA,"","","","","","榮湖往后水頭路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"彎曲路及附近","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","彎道","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","衝出路外","超速失控","Y000","YY00",1,1,"2013-03-21","金門縣金沙鎮榮湖往后水頭路段","","金門縣金沙鎮榮湖往后水頭路段",118.4137179,24.4821177
10109,"10109Y00020021","YYA1","10109YY000026",2012,9,18,15,20,"金門縣","金沙鎮","",NA,"環島北路","四","",NA,"","","","","","金沙淨水廠入口處",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,"2012-09-18","環島北路四段","","金門縣金沙鎮金沙淨水廠入口處",118.4045085,24.4840105
10308,"10308Y00020021","YYA1","10308YY000028",2014,8,24,18,11,"金門縣","金沙鎮","",NA,"環島東路","三","",NA,"","","","","","林務所後門路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","衝出路外","酒醉（後）駕駛失控","Y000","YY00",1,2,"2014-08-24","環島東路三段","","金門縣金沙鎮林務所後門路段",118.4412269,24.4597558
10110,"10110Y00020019","YZA1","10110YZ000022",2012,10,9,12,20,"金門縣","金城鎮","",NA,"民權路","","",NA,"","","光前路","","","路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","違規超車","Y000","YZ00",1,2,"2012-10-09","民權路","光前路","",118.3154588,24.43343543
10109,"10109Y00020032","YYA1","10109YY000035",2012,9,27,13,9,"金門縣","金湖鎮","",NA,"黃海路","","",NA,"","","","","","01564號路燈桿前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","路上翻車、摔倒","未注意車前狀態","Y000","YY00",1,2,"2012-09-27","黃海路","","金門縣金湖鎮01564號路燈桿前路段",118.4256931,24.452032
10211,"10211Y00020013","YYA1","10211YY000018",2013,11,12,17,32,"金門縣","金湖鎮","",NA,"黃海路","","",NA,"","","","","","下莊新生街32號前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"陰","夜間（或隧道、地下道、涵洞）有照明","村里道路",60,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","撞動物","動物竄出","Y000","YY00",1,2,"2013-11-12","黃海路","","金門縣金湖鎮下莊新生街32號前路段",118.4256931,24.452032
10109,"10109Y00020022","YZA1","10109YZ000027",2012,9,19,4,35,"金門縣","金城鎮","",NA,"民生路","","",NA,"","","","","","東門圓環",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"圓環","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","車道線（無標記）","未繪設快慢車道分隔線","有","對撞","酒醉（後）駕駛失控","Y000","YZ00",1,2,"2012-09-19","民生路","","金門縣金城鎮東門圓環",118.3190184,24.43575
10201,"10201Y00020017","YZA1","10201YZ000025",2013,1,16,9,30,"金門縣","金城鎮","",NA,"民權路","","",NA,"","","","","","70巷口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","迴轉未依規定","Y000","YZ00",1,2,"2013-01-16","民權路","","金門縣金城鎮70巷口",118.3168946,24.4355379
10109,"10109Y00020027","YZA1","10109YZ000036",2012,9,28,8,48,"金門縣","金城鎮","",NA,"民生路","","",NA,"","","","","","金信大樓前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","其他","起步未注意其他車（人）安全","Y000","YZ00",1,2,"2012-09-28","民生路","","金門縣金城鎮金信大樓前路段",118.3190184,24.43575
10209,"10209Y00030006","YZA1","10209YZ000023",2013,9,13,18,7,"金門縣","金城鎮","",NA,"中興路","","",NA,"211","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","其他","未注意車前狀態","Y000","YZ00",1,3,"2013-09-13","中興路211號","","金門縣金城鎮",118.320246,24.4345636
10110,"10110Y00030002","YYA1","10110YY000010",2012,10,3,10,30,"金門縣","金湖鎮","",NA,"復興路","","",NA,"","","中正路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","同向擦撞","未注意車前狀態","Y000","YY00",1,3,"2012-10-03","復興路","中正路","",118.417044,24.4406698
10301,"","YYA1","10301YY000020",2014,1,9,8,20,"金門縣","金湖鎮","",NA,"環島南路","四","",NA,"","","","","","夏興51號前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",50,"其他","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","撞工程施工","煞車失靈","Y000","YY00",4,3,"2014-01-09","環島南路四段","","金門縣金湖鎮夏興51號前",118.40101,24.438041
10212,"10212Y00020028","YZA1","10212YZ000034",2013,12,14,15,5,"金門縣","金寧鄉","",NA,"環島北路","二","",NA,"600","","","","","大慶鋁門窗",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"陰","日間自然光線","村里道路",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YZ00",1,2,"2013-12-14","環島北路二段600號","","金門縣金寧鄉大慶鋁門窗",118.3537405,24.452631
10110,"10110Y00020013","YYA1","10110YY000023",2012,10,9,11,46,"金門縣","金沙鎮","何斗里",NA,"環中路","","",NA,"","","","","","太武圓環旁路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","衝出路外","酒醉（後）駕駛失控","Y000","YY00",1,2,"2012-10-09","環中路","","金門縣金沙鎮何斗里太武圓環旁路段",118.3912208,24.4595516
10203,"10203Y00020013","YZA1","10203YZ000018",2013,3,13,12,12,"金門縣","金城鎮","西門里",NA,"光前路","","",NA,"147","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","鄉道",40,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","追撞","酒醉（後）駕駛失控","Y000","YZ00",1,2,"2013-03-13","光前路147號","","金門縣金城鎮西門里",118.3142468,24.4339885
